,vehicle_id,linha_gps,linha_gtfs,distance,trip_id,departure_time,arrival_time,trajectory_type,elapsed_time,average_speed,hour
85525,86886,22,22,6330.1,22_1_U,2021-07-14 04:55:00,2021-07-14 05:05:00,1,10,38.0,2021-07-14 04:00:00
85527,86886,22,22,6330.1,22_1_U,2021-07-20 04:35:00,2021-07-20 04:45:00,1,10,38.0,2021-07-20 04:00:00
85528,86886,22,22,6330.1,22_1_U,2021-07-20 05:05:00,2021-07-20 05:15:00,1,10,38.0,2021-07-20 05:00:00
85529,86886,22,22,6330.1,22_1_U,2021-07-20 05:40:00,2021-07-20 05:55:00,1,15,25.3,2021-07-20 05:00:00
85530,86886,22,22,6330.1,22_1_U,2021-07-20 06:35:00,2021-07-20 06:45:00,1,10,38.0,2021-07-20 06:00:00
85531,86886,22,22,6330.1,22_1_U,2021-07-22 05:10:00,2021-07-22 05:25:00,1,15,25.3,2021-07-22 05:00:00
85556,86886,LECD33,LECD33,15681.7,LECD33_0_U,2021-07-16 03:00:00,2021-07-16 03:30:00,1,30,31.4,2021-07-16 03:00:00
85557,86886,LECD33,LECD33,15681.7,LECD33_0_U,2021-07-16 04:20:00,2021-07-16 04:45:00,1,25,37.6,2021-07-16 04:00:00
85558,86886,LECD33,LECD33,15681.7,LECD33_0_U,2021-07-16 05:40:00,2021-07-16 06:10:00,1,30,31.4,2021-07-16 05:00:00
85559,86886,LECD33,LECD33,15681.7,LECD33_0_U,2021-07-16 13:05:00,2021-07-16 13:40:00,1,35,26.9,2021-07-16 13:00:00
85560,86886,LECD33,LECD33,15681.7,LECD33_0_U,2021-07-16 14:20:00,2021-07-16 14:55:00,1,35,26.9,2021-07-16 14:00:00
85561,86886,LECD33,LECD33,15681.7,LECD33_0_U,2021-07-16 15:45:00,2021-07-16 16:15:00,1,30,31.4,2021-07-16 15:00:00
85562,86886,LECD33,LECD33,15681.7,LECD33_0_U,2021-07-16 19:40:00,2021-07-16 20:20:00,1,40,23.5,2021-07-16 19:00:00
85564,86886,LECD33,LECD33,15681.7,LECD33_0_U,2021-07-17 05:00:00,2021-07-17 05:30:00,1,30,31.4,2021-07-17 05:00:00
85565,86886,LECD33,LECD33,15681.7,LECD33_0_U,2021-07-17 06:20:00,2021-07-17 06:50:00,1,30,31.4,2021-07-17 06:00:00
85567,86886,LECD33,LECD33,15681.7,LECD33_0_U,2021-07-17 13:00:00,2021-07-17 13:30:00,1,30,31.4,2021-07-17 13:00:00
85568,86886,LECD33,LECD33,15681.7,LECD33_0_U,2021-07-17 14:20:00,2021-07-17 14:55:00,1,35,26.9,2021-07-17 14:00:00
85569,86886,LECD33,LECD33,15681.7,LECD33_0_U,2021-07-18 03:00:00,2021-07-18 03:25:00,1,25,37.6,2021-07-18 03:00:00
85570,86886,LECD33,LECD33,15681.7,LECD33_0_U,2021-07-18 05:40:00,2021-07-18 06:05:00,1,25,37.6,2021-07-18 05:00:00
85571,86886,LECD33,LECD33,15681.7,LECD33_0_U,2021-07-18 07:05:00,2021-07-18 07:30:00,1,25,37.6,2021-07-18 07:00:00
85573,86886,LECD33,LECD33,15681.7,LECD33_0_U,2021-07-24 02:55:00,2021-07-24 03:20:00,1,25,37.6,2021-07-24 02:00:00
85574,86886,LECD33,LECD33,15681.7,LECD33_0_U,2021-07-24 04:15:00,2021-07-24 04:45:00,1,30,31.4,2021-07-24 04:00:00
85575,86886,LECD33,LECD33,15681.7,LECD33_0_U,2021-07-24 05:35:00,2021-07-24 06:15:00,1,40,23.5,2021-07-24 05:00:00
85576,86886,LECD33,LECD33,15681.7,LECD33_0_U,2021-07-24 06:55:00,2021-07-24 07:25:00,1,30,31.4,2021-07-24 06:00:00
85577,86886,LECD33,LECD33,15681.7,LECD33_0_U,2021-07-24 09:40:00,2021-07-24 10:15:00,1,35,26.9,2021-07-24 09:00:00
85578,86886,LECD33,LECD33,15681.7,LECD33_0_U,2021-07-24 10:55:00,2021-07-24 11:35:00,1,40,23.5,2021-07-24 10:00:00
85579,86886,LECD33,LECD33,15681.7,LECD33_0_U,2021-07-24 12:20:00,2021-07-24 12:50:00,1,30,31.4,2021-07-24 12:00:00
85580,86886,LECD33,LECD33,15681.7,LECD33_0_U,2021-07-24 13:40:00,2021-07-24 14:10:00,1,30,31.4,2021-07-24 13:00:00
85581,86886,LECD33,LECD33,15681.7,LECD33_0_U,2021-07-24 15:00:00,2021-07-24 15:30:00,1,30,31.4,2021-07-24 15:00:00
85582,86886,LECD33,LECD33,15681.7,LECD33_0_U,2021-07-24 19:05:00,2021-07-24 19:30:00,1,25,37.6,2021-07-24 19:00:00
85583,86886,LECD33,LECD33,15681.7,LECD33_0_U,2021-07-24 20:20:00,2021-07-24 20:40:00,1,20,47.0,2021-07-24 20:00:00
85584,86886,LECD33,LECD33,15681.7,LECD33_0_U,2021-07-25 04:55:00,2021-07-25 05:25:00,1,30,31.4,2021-07-25 04:00:00
85585,86886,LECD33,LECD33,15681.7,LECD33_0_U,2021-07-25 06:15:00,2021-07-25 06:45:00,1,30,31.4,2021-07-25 06:00:00
85586,86886,LECD33,LECD33,15681.7,LECD33_0_U,2021-07-25 10:20:00,2021-07-25 10:50:00,1,30,31.4,2021-07-25 10:00:00
85587,86886,LECD33,LECD33,15681.7,LECD33_0_U,2021-07-25 11:40:00,2021-07-25 12:10:00,1,30,31.4,2021-07-25 11:00:00
85588,86886,LECD33,LECD33,15681.7,LECD33_0_U,2021-07-25 13:00:00,2021-07-25 13:30:00,1,30,31.4,2021-07-25 13:00:00
85589,86886,LECD33,LECD33,15681.7,LECD33_0_U,2021-07-25 14:20:00,2021-07-25 15:00:00,1,40,23.5,2021-07-25 14:00:00
85591,86886,LECD33,LECD33,15681.7,LECD33_0_U,2021-07-28 18:20:00,2021-07-28 18:50:00,1,30,31.4,2021-07-28 18:00:00
85592,86886,LECD33,LECD33,15681.7,LECD33_0_U,2021-07-28 19:40:00,2021-07-28 20:15:00,1,35,26.9,2021-07-28 19:00:00
85593,86886,LECD33,LECD33,15681.7,LECD33_0_U,2021-07-29 05:00:00,2021-07-29 05:30:00,1,30,31.4,2021-07-29 05:00:00
85594,86886,LECD33,LECD33,15681.7,LECD33_0_U,2021-07-29 06:20:00,2021-07-29 06:55:00,1,35,26.9,2021-07-29 06:00:00
85596,86886,LECD33,LECD33,15681.7,LECD33_0_U,2021-07-29 13:10:00,2021-07-29 13:45:00,1,35,26.9,2021-07-29 13:00:00
85597,86886,LECD33,LECD33,15681.7,LECD33_0_U,2021-07-29 14:30:00,2021-07-29 15:05:00,1,35,26.9,2021-07-29 14:00:00
85598,86886,LECD33,LECD33,15681.7,LECD33_0_U,2021-07-29 15:55:00,2021-07-29 16:30:00,1,35,26.9,2021-07-29 15:00:00
85601,86886,LECD33,LECD33,15681.7,LECD33_0_U,2021-07-30 03:40:00,2021-07-30 04:05:00,1,25,37.6,2021-07-30 03:00:00
85602,86886,LECD33,LECD33,15681.7,LECD33_0_U,2021-07-30 04:55:00,2021-07-30 05:30:00,1,35,26.9,2021-07-30 04:00:00
85603,86886,LECD33,LECD33,15681.7,LECD33_0_U,2021-07-30 06:15:00,2021-07-30 06:45:00,1,30,31.4,2021-07-30 06:00:00
85604,86886,LECD33,LECD33,15681.7,LECD33_0_U,2021-07-30 08:55:00,2021-07-30 09:35:00,1,40,23.5,2021-07-30 08:00:00
85605,86886,LECD33,LECD33,15681.7,LECD33_0_U,2021-07-30 13:05:00,2021-07-30 13:40:00,1,35,26.9,2021-07-30 13:00:00
85606,86886,LECD33,LECD33,15681.7,LECD33_0_U,2021-07-30 19:40:00,2021-07-30 20:05:00,1,25,37.6,2021-07-30 19:00:00
85607,86886,LECD33,LECD33,15681.7,LECD33_0_U,2021-07-31 03:35:00,2021-07-31 04:15:00,1,40,23.5,2021-07-31 03:00:00
85608,86886,LECD33,LECD33,15681.7,LECD33_0_U,2021-07-31 05:00:00,2021-07-31 05:35:00,1,35,26.9,2021-07-31 05:00:00
85609,86886,LECD33,LECD33,15681.7,LECD33_0_U,2021-07-31 09:00:00,2021-07-31 09:35:00,1,35,26.9,2021-07-31 09:00:00
85610,86886,LECD33,LECD33,15681.7,LECD33_0_U,2021-08-01 03:00:00,2021-08-01 03:35:00,1,35,26.9,2021-08-01 03:00:00
85611,86886,LECD33,LECD33,15681.7,LECD33_0_U,2021-08-01 04:15:00,2021-08-01 04:45:00,1,30,31.4,2021-08-01 04:00:00
85612,86886,LECD33,LECD33,15681.7,LECD33_0_U,2021-08-01 05:40:00,2021-08-01 06:05:00,1,25,37.6,2021-08-01 05:00:00
85614,86886,LECD33,LECD33,15681.7,LECD33_0_U,2021-08-01 09:40:00,2021-08-01 10:10:00,1,30,31.4,2021-08-01 09:00:00
85615,86886,LECD33,LECD33,15681.7,LECD33_0_U,2021-08-01 11:00:00,2021-08-01 11:30:00,1,30,31.4,2021-08-01 11:00:00
85616,86886,LECD33,LECD33,15681.7,LECD33_0_U,2021-08-01 12:20:00,2021-08-01 12:50:00,1,30,31.4,2021-08-01 12:00:00
85617,86886,LECD33,LECD33,15681.7,LECD33_0_U,2021-08-01 13:40:00,2021-08-01 14:15:00,1,35,26.9,2021-08-01 13:00:00
85618,86886,LECD33,LECD33,15681.7,LECD33_0_U,2021-08-01 15:00:00,2021-08-01 15:30:00,1,30,31.4,2021-08-01 15:00:00
85619,86886,LECD33,LECD33,15681.7,LECD33_0_U,2021-08-01 16:20:00,2021-08-01 16:50:00,1,30,31.4,2021-08-01 16:00:00
85620,86886,LECD33,LECD33,15681.7,LECD33_0_U,2021-08-01 17:40:00,2021-08-01 18:15:00,1,35,26.9,2021-08-01 17:00:00
85621,86886,LECD33,LECD33,15681.7,LECD33_0_U,2021-08-01 18:55:00,2021-08-01 19:25:00,1,30,31.4,2021-08-01 18:00:00
85622,86886,LECD33,LECD33,15681.7,LECD33_0_U,2021-08-04 03:35:00,2021-08-04 04:05:00,1,30,31.4,2021-08-04 03:00:00
85623,86886,LECD33,LECD33,15681.7,LECD33_0_U,2021-08-04 04:55:00,2021-08-04 05:30:00,1,35,26.9,2021-08-04 04:00:00
85624,86886,LECD33,LECD33,15681.7,LECD33_0_U,2021-08-04 09:00:00,2021-08-04 09:25:00,1,25,37.6,2021-08-04 09:00:00
85625,86886,LECD33,LECD33,15681.7,LECD33_0_U,2021-08-04 10:20:00,2021-08-04 10:50:00,1,30,31.4,2021-08-04 10:00:00
85626,86886,LECD33,LECD33,15681.7,LECD33_0_U,2021-08-04 12:55:00,2021-08-04 13:30:00,1,35,26.9,2021-08-04 12:00:00
85627,86886,LECD33,LECD33,15681.7,LECD33_0_U,2021-08-04 16:05:00,2021-08-04 16:30:00,1,25,37.6,2021-08-04 16:00:00
85628,86886,LECD33,LECD33,15681.7,LECD33_0_U,2021-08-04 17:10:00,2021-08-04 18:00:00,1,50,18.8,2021-08-04 17:00:00
85629,86886,LECD33,LECD33,15681.7,LECD33_0_U,2021-08-04 19:00:00,2021-08-04 19:25:00,1,25,37.6,2021-08-04 19:00:00
85630,86886,LECD33,LECD33,15681.7,LECD33_0_U,2021-08-04 20:20:00,2021-08-04 20:50:00,1,30,31.4,2021-08-04 20:00:00
85631,86886,LECD33,LECD33,15681.7,LECD33_0_U,2021-08-05 15:00:00,2021-08-05 15:35:00,1,35,26.9,2021-08-05 15:00:00
85632,86886,LECD33,LECD33,15681.7,LECD33_0_U,2021-08-05 16:20:00,2021-08-05 16:45:00,1,25,37.6,2021-08-05 16:00:00
85633,86886,LECD33,LECD33,15681.7,LECD33_0_U,2021-08-05 17:35:00,2021-08-05 18:05:00,1,30,31.4,2021-08-05 17:00:00
85634,86886,LECD33,LECD33,15681.7,LECD33_0_U,2021-08-05 18:55:00,2021-08-05 19:25:00,1,30,31.4,2021-08-05 18:00:00
85635,86886,LECD33,LECD33,15681.7,LECD33_0_U,2021-08-05 20:20:00,2021-08-05 20:50:00,1,30,31.4,2021-08-05 20:00:00
85637,86886,LECD33,LECD33,15681.7,LECD33_0_U,2021-08-09 03:40:00,2021-08-09 04:05:00,1,25,37.6,2021-08-09 03:00:00
85638,86886,LECD33,LECD33,15681.7,LECD33_0_U,2021-08-09 12:30:00,2021-08-09 13:40:00,1,70,13.4,2021-08-09 12:00:00
85640,86886,LECD33,LECD33,15681.7,LECD33_0_U,2021-08-09 18:55:00,2021-08-09 19:25:00,1,30,31.4,2021-08-09 18:00:00
85641,86886,LECD33,LECD33,15681.7,LECD33_0_U,2021-08-09 20:20:00,2021-08-09 20:55:00,1,35,26.9,2021-08-09 20:00:00
85642,86886,LECD33,LECD33,15681.7,LECD33_0_U,2021-08-11 03:00:00,2021-08-11 03:30:00,1,30,31.4,2021-08-11 03:00:00
85643,86886,LECD33,LECD33,15681.7,LECD33_0_U,2021-08-11 04:15:00,2021-08-11 04:45:00,1,30,31.4,2021-08-11 04:00:00
85645,86886,LECD33,LECD33,16375.1,LECD33_1_U,2021-07-16 03:40:00,2021-07-16 04:15:00,1,35,28.1,2021-07-16 03:00:00
85646,86886,LECD33,LECD33,16375.1,LECD33_1_U,2021-07-16 06:20:00,2021-07-16 07:00:00,1,40,24.6,2021-07-16 06:00:00
85647,86886,LECD33,LECD33,16375.1,LECD33_1_U,2021-07-16 13:45:00,2021-07-16 14:20:00,1,35,28.1,2021-07-16 13:00:00
85648,86886,LECD33,LECD33,16375.1,LECD33_1_U,2021-07-16 14:55:00,2021-07-16 15:35:00,1,40,24.6,2021-07-16 14:00:00
85649,86886,LECD33,LECD33,16375.1,LECD33_1_U,2021-07-16 19:15:00,2021-07-16 19:30:00,1,15,65.5,2021-07-16 19:00:00
85650,86886,LECD33,LECD33,16375.1,LECD33_1_U,2021-07-16 20:15:00,2021-07-16 20:50:00,1,35,28.1,2021-07-16 20:00:00
85651,86886,LECD33,LECD33,16375.1,LECD33_1_U,2021-07-17 03:00:00,2021-07-17 03:35:00,1,35,28.1,2021-07-17 03:00:00
85652,86886,LECD33,LECD33,16375.1,LECD33_1_U,2021-07-17 05:30:00,2021-07-17 06:15:00,1,45,21.8,2021-07-17 05:00:00
85653,86886,LECD33,LECD33,16375.1,LECD33_1_U,2021-07-17 07:00:00,2021-07-17 07:40:00,1,40,24.6,2021-07-17 07:00:00
85654,86886,LECD33,LECD33,16375.1,LECD33_1_U,2021-07-17 12:20:00,2021-07-17 12:50:00,1,30,32.8,2021-07-17 12:00:00
85655,86886,LECD33,LECD33,16375.1,LECD33_1_U,2021-07-17 13:40:00,2021-07-17 14:15:00,1,35,28.1,2021-07-17 13:00:00
85656,86886,LECD33,LECD33,16375.1,LECD33_1_U,2021-07-17 15:00:00,2021-07-17 15:35:00,1,35,28.1,2021-07-17 15:00:00
85657,86886,LECD33,LECD33,16375.1,LECD33_1_U,2021-07-18 04:55:00,2021-07-18 05:30:00,1,35,28.1,2021-07-18 04:00:00
85658,86886,LECD33,LECD33,16375.1,LECD33_1_U,2021-07-18 06:20:00,2021-07-18 06:50:00,1,30,32.8,2021-07-18 06:00:00
85659,86886,LECD33,LECD33,16375.1,LECD33_1_U,2021-07-18 07:35:00,2021-07-18 08:15:00,1,40,24.6,2021-07-18 07:00:00
85660,86886,LECD33,LECD33,16375.1,LECD33_1_U,2021-07-18 10:20:00,2021-07-18 10:45:00,1,25,39.3,2021-07-18 10:00:00
85661,86886,LECD33,LECD33,16375.1,LECD33_1_U,2021-07-24 03:40:00,2021-07-24 04:10:00,1,30,32.8,2021-07-24 03:00:00
85662,86886,LECD33,LECD33,16375.1,LECD33_1_U,2021-07-24 05:00:00,2021-07-24 05:30:00,1,30,32.8,2021-07-24 05:00:00
85663,86886,LECD33,LECD33,16375.1,LECD33_1_U,2021-07-24 06:20:00,2021-07-24 06:50:00,1,30,32.8,2021-07-24 06:00:00
85665,86886,LECD33,LECD33,16375.1,LECD33_1_U,2021-07-24 10:15:00,2021-07-24 10:50:00,1,35,28.1,2021-07-24 10:00:00
85666,86886,LECD33,LECD33,16375.1,LECD33_1_U,2021-07-24 11:35:00,2021-07-24 12:10:00,1,35,28.1,2021-07-24 11:00:00
85667,86886,LECD33,LECD33,16375.1,LECD33_1_U,2021-07-24 12:50:00,2021-07-24 13:30:00,1,40,24.6,2021-07-24 12:00:00
85669,86886,LECD33,LECD33,16375.1,LECD33_1_U,2021-07-24 19:40:00,2021-07-24 20:10:00,1,30,32.8,2021-07-24 19:00:00
85670,86886,LECD33,LECD33,16375.1,LECD33_1_U,2021-07-25 05:40:00,2021-07-25 06:05:00,1,25,39.3,2021-07-25 05:00:00
85672,86886,LECD33,LECD33,16375.1,LECD33_1_U,2021-07-25 10:55:00,2021-07-25 11:30:00,1,35,28.1,2021-07-25 10:00:00
85674,86886,LECD33,LECD33,16375.1,LECD33_1_U,2021-07-25 13:40:00,2021-07-25 14:15:00,1,35,28.1,2021-07-25 13:00:00
85675,86886,LECD33,LECD33,16375.1,LECD33_1_U,2021-07-25 19:00:00,2021-07-25 19:25:00,1,25,39.3,2021-07-25 19:00:00
85676,86886,LECD33,LECD33,16375.1,LECD33_1_U,2021-07-28 17:15:00,2021-07-28 17:50:00,1,35,28.1,2021-07-28 17:00:00
85677,86886,LECD33,LECD33,16375.1,LECD33_1_U,2021-07-28 19:00:00,2021-07-28 19:35:00,1,35,28.1,2021-07-28 19:00:00
85678,86886,LECD33,LECD33,16375.1,LECD33_1_U,2021-07-29 04:20:00,2021-07-29 04:55:00,1,35,28.1,2021-07-29 04:00:00
85679,86886,LECD33,LECD33,16375.1,LECD33_1_U,2021-07-29 05:40:00,2021-07-29 06:10:00,1,30,32.8,2021-07-29 05:00:00
85680,86886,LECD33,LECD33,16375.1,LECD33_1_U,2021-07-29 07:00:00,2021-07-29 07:40:00,1,40,24.6,2021-07-29 07:00:00
85681,86886,LECD33,LECD33,16375.1,LECD33_1_U,2021-07-29 12:25:00,2021-07-29 13:05:00,1,40,24.6,2021-07-29 12:00:00
85682,86886,LECD33,LECD33,16375.1,LECD33_1_U,2021-07-29 13:45:00,2021-07-29 14:25:00,1,40,24.6,2021-07-29 13:00:00
85683,86886,LECD33,LECD33,16375.1,LECD33_1_U,2021-07-29 15:05:00,2021-07-29 15:45:00,1,40,24.6,2021-07-29 15:00:00
85684,86886,LECD33,LECD33,16375.1,LECD33_1_U,2021-07-29 16:45:00,2021-07-29 17:10:00,1,25,39.3,2021-07-29 16:00:00
85685,86886,LECD33,LECD33,16375.1,LECD33_1_U,2021-07-29 18:45:00,2021-07-29 19:30:00,1,45,21.8,2021-07-29 18:00:00
85686,86886,LECD33,LECD33,16375.1,LECD33_1_U,2021-07-30 03:15:00,2021-07-30 03:30:00,1,15,65.5,2021-07-30 03:00:00
85687,86886,LECD33,LECD33,16375.1,LECD33_1_U,2021-07-30 04:20:00,2021-07-30 04:50:00,1,30,32.8,2021-07-30 04:00:00
85688,86886,LECD33,LECD33,16375.1,LECD33_1_U,2021-07-30 05:35:00,2021-07-30 06:10:00,1,35,28.1,2021-07-30 05:00:00
85689,86886,LECD33,LECD33,16375.1,LECD33_1_U,2021-07-30 06:55:00,2021-07-30 07:40:00,1,45,21.8,2021-07-30 06:00:00
85690,86886,LECD33,LECD33,16375.1,LECD33_1_U,2021-07-30 19:00:00,2021-07-30 19:30:00,1,30,32.8,2021-07-30 19:00:00
85691,86886,LECD33,LECD33,16375.1,LECD33_1_U,2021-07-30 20:10:00,2021-07-30 20:45:00,1,35,28.1,2021-07-30 20:00:00
85692,86886,LECD33,LECD33,16375.1,LECD33_1_U,2021-07-31 04:20:00,2021-07-31 04:55:00,1,35,28.1,2021-07-31 04:00:00
85693,86886,LECD33,LECD33,16375.1,LECD33_1_U,2021-07-31 05:35:00,2021-07-31 06:10:00,1,35,28.1,2021-07-31 05:00:00
85694,86886,LECD33,LECD33,16375.1,LECD33_1_U,2021-07-31 09:40:00,2021-07-31 10:15:00,1,35,28.1,2021-07-31 09:00:00
85695,86886,LECD33,LECD33,16375.1,LECD33_1_U,2021-08-01 03:35:00,2021-08-01 04:10:00,1,35,28.1,2021-08-01 03:00:00
85696,86886,LECD33,LECD33,16375.1,LECD33_1_U,2021-08-01 05:00:00,2021-08-01 05:30:00,1,30,32.8,2021-08-01 05:00:00
85697,86886,LECD33,LECD33,16375.1,LECD33_1_U,2021-08-01 06:20:00,2021-08-01 06:55:00,1,35,28.1,2021-08-01 06:00:00
85698,86886,LECD33,LECD33,16375.1,LECD33_1_U,2021-08-01 08:55:00,2021-08-01 09:30:00,1,35,28.1,2021-08-01 08:00:00
85699,86886,LECD33,LECD33,16375.1,LECD33_1_U,2021-08-01 10:20:00,2021-08-01 10:50:00,1,30,32.8,2021-08-01 10:00:00
85700,86886,LECD33,LECD33,16375.1,LECD33_1_U,2021-08-01 13:00:00,2021-08-01 13:35:00,1,35,28.1,2021-08-01 13:00:00
85701,86886,LECD33,LECD33,16375.1,LECD33_1_U,2021-08-01 14:20:00,2021-08-01 14:50:00,1,30,32.8,2021-08-01 14:00:00
85702,86886,LECD33,LECD33,16375.1,LECD33_1_U,2021-08-01 15:40:00,2021-08-01 16:10:00,1,30,32.8,2021-08-01 15:00:00
85703,86886,LECD33,LECD33,16375.1,LECD33_1_U,2021-08-01 17:00:00,2021-08-01 17:30:00,1,30,32.8,2021-08-01 17:00:00
85704,86886,LECD33,LECD33,16375.1,LECD33_1_U,2021-08-01 18:20:00,2021-08-01 18:50:00,1,30,32.8,2021-08-01 18:00:00
85706,86886,LECD33,LECD33,16375.1,LECD33_1_U,2021-08-04 04:20:00,2021-08-04 04:55:00,1,35,28.1,2021-08-04 04:00:00
85708,86886,LECD33,LECD33,16375.1,LECD33_1_U,2021-08-04 09:40:00,2021-08-04 10:20:00,1,40,24.6,2021-08-04 09:00:00
85709,86886,LECD33,LECD33,16375.1,LECD33_1_U,2021-08-04 12:15:00,2021-08-04 12:55:00,1,40,24.6,2021-08-04 12:00:00
85710,86886,LECD33,LECD33,16375.1,LECD33_1_U,2021-08-04 15:15:00,2021-08-04 15:55:00,1,40,24.6,2021-08-04 15:00:00
85711,86886,LECD33,LECD33,16375.1,LECD33_1_U,2021-08-04 16:35:00,2021-08-04 17:05:00,1,30,32.8,2021-08-04 16:00:00
85712,86886,LECD33,LECD33,16375.1,LECD33_1_U,2021-08-04 19:30:00,2021-08-04 20:10:00,1,40,24.6,2021-08-04 19:00:00
85713,86886,LECD33,LECD33,16375.1,LECD33_1_U,2021-08-05 14:15:00,2021-08-05 15:00:00,1,45,21.8,2021-08-05 14:00:00
85714,86886,LECD33,LECD33,16375.1,LECD33_1_U,2021-08-05 15:35:00,2021-08-05 16:15:00,1,40,24.6,2021-08-05 15:00:00
85715,86886,LECD33,LECD33,16375.1,LECD33_1_U,2021-08-05 17:00:00,2021-08-05 17:30:00,1,30,32.8,2021-08-05 17:00:00
85716,86886,LECD33,LECD33,16375.1,LECD33_1_U,2021-08-05 18:15:00,2021-08-05 18:45:00,1,30,32.8,2021-08-05 18:00:00
85717,86886,LECD33,LECD33,16375.1,LECD33_1_U,2021-08-05 19:25:00,2021-08-05 20:05:00,1,40,24.6,2021-08-05 19:00:00
85719,86886,LECD33,LECD33,16375.1,LECD33_1_U,2021-08-09 03:00:00,2021-08-09 03:30:00,1,30,32.8,2021-08-09 03:00:00
85720,86886,LECD33,LECD33,16375.1,LECD33_1_U,2021-08-09 11:40:00,2021-08-09 12:25:00,1,45,21.8,2021-08-09 11:00:00
85721,86886,LECD33,LECD33,16375.1,LECD33_1_U,2021-08-09 13:40:00,2021-08-09 14:25:00,1,45,21.8,2021-08-09 13:00:00
85722,86886,LECD33,LECD33,16375.1,LECD33_1_U,2021-08-09 18:15:00,2021-08-09 18:45:00,1,30,32.8,2021-08-09 18:00:00
85723,86886,LECD33,LECD33,16375.1,LECD33_1_U,2021-08-09 19:30:00,2021-08-09 20:10:00,1,40,24.6,2021-08-09 19:00:00
85724,86886,LECD33,LECD33,16375.1,LECD33_1_U,2021-08-11 03:40:00,2021-08-11 04:10:00,1,30,32.8,2021-08-11 03:00:00
85726,86886,LECD33,LECD33,16375.1,LECD33_1_U,2021-08-13 02:55:00,2021-08-13 03:30:00,1,35,28.1,2021-08-13 02:00:00
85732,86889,10,10,38642.1,10_0_U,2021-07-30 05:25:00,2021-07-30 06:25:00,1,60,38.6,2021-07-30 05:00:00
85734,86889,10,10,38642.1,10_0_U,2021-07-31 15:00:00,2021-07-31 16:05:00,1,65,35.7,2021-07-31 15:00:00
85737,86889,10,10,38642.1,10_0_U,2021-08-04 01:15:00,2021-08-04 02:10:00,1,55,42.2,2021-08-04 01:00:00
85739,86889,10,10,38642.1,10_0_U,2021-08-07 06:15:00,2021-08-07 07:20:00,1,65,35.7,2021-08-07 06:00:00
85740,86889,10,10,38642.1,10_0_U,2021-08-07 09:45:00,2021-08-07 10:40:00,1,55,42.2,2021-08-07 09:00:00
85741,86889,10,10,38642.1,10_0_U,2021-08-07 12:25:00,2021-08-07 13:30:00,1,65,35.7,2021-08-07 12:00:00
85742,86889,10,10,38642.1,10_0_U,2021-08-07 15:10:00,2021-08-07 16:15:00,1,65,35.7,2021-08-07 15:00:00
85743,86889,10,10,38642.1,10_0_U,2021-08-07 17:55:00,2021-08-07 19:40:00,1,105,22.1,2021-08-07 17:00:00
85745,86889,10,10,38642.1,10_0_U,2021-08-08 03:10:00,2021-08-08 04:10:00,1,60,38.6,2021-08-08 03:00:00
85746,86889,10,10,38642.1,10_0_U,2021-08-08 06:20:00,2021-08-08 07:20:00,1,60,38.6,2021-08-08 06:00:00
85747,86889,10,10,38642.1,10_0_U,2021-08-08 09:10:00,2021-08-08 10:05:00,1,55,42.2,2021-08-08 09:00:00
85748,86889,10,10,38642.1,10_0_U,2021-08-08 15:10:00,2021-08-08 16:15:00,1,65,35.7,2021-08-08 15:00:00
85749,86889,10,10,38642.1,10_0_U,2021-08-08 17:45:00,2021-08-08 18:50:00,1,65,35.7,2021-08-08 17:00:00
85750,86889,10,10,38642.1,10_0_U,2021-08-08 20:35:00,2021-08-08 21:30:00,1,55,42.2,2021-08-08 20:00:00
85751,86889,10,10,38642.1,10_0_U,2021-08-09 05:10:00,2021-08-09 06:15:00,1,65,35.7,2021-08-09 05:00:00
85757,86889,10,10,39051.4,10_1_U,2021-07-21 05:45:00,2021-07-21 06:50:00,1,65,36.0,2021-07-21 05:00:00
85765,86889,10,10,39051.4,10_1_U,2021-08-03 08:45:00,2021-08-03 09:50:00,1,65,36.0,2021-08-03 08:00:00
85766,86889,10,10,39051.4,10_1_U,2021-08-04 00:15:00,2021-08-04 01:10:00,1,55,42.6,2021-08-04 00:00:00
85767,86889,10,10,39051.4,10_1_U,2021-08-04 05:30:00,2021-08-04 06:30:00,1,60,39.1,2021-08-04 05:00:00
85768,86889,10,10,39051.4,10_1_U,2021-08-07 04:50:00,2021-08-07 06:00:00,1,70,33.5,2021-08-07 04:00:00
85769,86889,10,10,39051.4,10_1_U,2021-08-07 07:40:00,2021-08-07 08:45:00,1,65,36.0,2021-08-07 07:00:00
85770,86889,10,10,39051.4,10_1_U,2021-08-07 13:45:00,2021-08-07 14:45:00,1,60,39.1,2021-08-07 13:00:00
85771,86889,10,10,39051.4,10_1_U,2021-08-07 16:30:00,2021-08-07 17:40:00,1,70,33.5,2021-08-07 16:00:00
85772,86889,10,10,39051.4,10_1_U,2021-08-07 19:40:00,2021-08-07 20:45:00,1,65,36.0,2021-08-07 19:00:00
85773,86889,10,10,39051.4,10_1_U,2021-08-08 04:50:00,2021-08-08 05:50:00,1,60,39.1,2021-08-08 04:00:00
85774,86889,10,10,39051.4,10_1_U,2021-08-08 07:35:00,2021-08-08 08:40:00,1,65,36.0,2021-08-08 07:00:00
